StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q26,Q2,Q13,Q17,Q19,Q20,Q22,Q3,Q14,Q16,Q18,Q23,Q25,Q7,Q8,Q9,Q10
2020-06-11 12:26:07,2020-06-11 12:28:13,IP Address,82.113.121.80,100,126,True,2020-06-11 12:28:13,R_2Csn5Lxjsfl4Rfu,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,2,2,5,2,2,1,18 - 24,Male,Urban area,No
2020-06-11 12:31:54,2020-06-11 12:33:12,IP Address,178.26.155.166,100,77,True,2020-06-11 12:33:12,R_ZkLe1aDhNaloaGd,,,,,48.393798828125,11.73309326171875,anonymous,EN,3,,,,,,,1,1,3,1,2,2,25 - 34,Male,Urban area,No
2020-06-11 13:42:41,2020-06-11 13:45:04,IP Address,62.216.206.143,100,142,True,2020-06-11 13:45:04,R_28LIcpyMLbwADc4,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,3,2,2,5,2,3,25 - 34,Female,Urban area,No
2020-06-11 13:46:09,2020-06-11 13:48:38,IP Address,93.226.72.203,100,149,True,2020-06-11 13:48:38,R_1LLI79l47kDUh0V,,,,,48.702301025390625,12.0272064208984375,anonymous,EN,2,,,,,,,3,1,1,1,1,1,18 - 24,Female,Rural area,No
2020-06-11 13:55:51,2020-06-11 13:57:35,IP Address,82.113.121.183,100,103,True,2020-06-11 13:57:35,R_3n6NVLoYSbz8Zmc,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,1,1,3,2,1,2,18 - 24,Female,Urban area,No
2020-06-11 15:31:49,2020-06-11 15:36:05,IP Address,92.184.102.72,100,256,True,2020-06-11 15:36:05,R_1l9VryKnyhGd2lu,,,,,45.733306884765625,4.9167022705078125,anonymous,EN,3,,,,,,,1,4,2,2,2,1,18 - 24,Male,Urban area,Yes
2020-06-11 15:30:58,2020-06-11 15:36:32,IP Address,137.248.143.23,100,333,True,2020-06-11 15:36:32,R_2dmqFt2fOu5etBs,,,,,50.8123931884765625,8.7722930908203125,anonymous,EN,2,,,,,,,2,3,1,3,1,1,18 - 24,Male,Urban area,No
2020-06-11 15:47:46,2020-06-11 15:53:26,IP Address,195.30.193.37,100,339,True,2020-06-11 15:53:26,R_2Yg1d2AhnrRfb0t,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,1,1,2,2,2,2,18 - 24,Male,Urban area,No
2020-06-12 00:46:13,2020-06-12 00:48:34,IP Address,138.246.2.185,100,141,True,2020-06-12 00:48:34,R_1jqvpRGBh4E13kj,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,1,,,,,,,1,1,2,1,1,1,18 - 24,Male,Urban area,No
2020-06-12 01:48:18,2020-06-12 01:50:02,IP Address,217.248.66.149,100,104,True,2020-06-12 01:50:03,R_2Tvk3xVAtXEWn9F,,,,,48.006500244140625,11.6840057373046875,anonymous,EN,2,,,,,,,1,3,3,3,1,2,18 - 24,Male,Rural area,No
2020-06-12 03:45:26,2020-06-12 03:49:04,IP Address,46.128.32.80,100,218,True,2020-06-12 03:49:05,R_1pFpGmzxjo8Qxy0,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,1,,,,,,,2,2,3,2,2,1,25 - 34,Female,Urban area,No
2020-06-12 09:44:48,2020-06-12 09:46:58,IP Address,91.56.249.42,100,129,True,2020-06-12 09:46:58,R_sY8bzGkfTSjNrsl,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,2,3,3,3,2,1,18 - 24,Male,Urban area,Yes
2020-06-12 18:26:30,2020-06-12 18:28:08,IP Address,179.242.177.12,100,98,True,2020-06-12 18:28:08,R_1pYln90GST14ITB,,,,,-23.6300048828125,-46.6322021484375,anonymous,EN,1,,,,,,,1,1,1,1,2,1,18 - 24,Female,Urban area,No
2020-06-13 04:32:58,2020-06-13 04:37:10,IP Address,62.216.202.11,100,251,True,2020-06-13 04:37:10,R_2xPEoap6TaiNDXk,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,1,1,1,1,1,1,18 - 24,Female,Urban area,No
2020-06-13 06:22:48,2020-06-13 06:24:53,IP Address,92.75.112.113,100,124,True,2020-06-13 06:24:53,R_2PtxvhG8ObSTWUs,,,,,49.44189453125,11.0796966552734375,anonymous,EN,1,,,,,,,2,1,5,2,1,2,18 - 24,Female,Urban area,No
2020-06-15 02:11:50,2020-06-15 02:14:23,IP Address,74.119.146.38,100,152,True,2020-06-15 02:14:24,R_2TSMEYaytfizNav,,,,,41.848602294921875,-87.6287994384765625,anonymous,EN,6,,,,,,,4,3,5,2,3,3,35 - 44,Male,Urban area,No
2020-06-15 02:28:51,2020-06-15 02:30:06,IP Address,77.47.80.88,100,74,True,2020-06-15 02:30:06,R_qIbehp4pUfU3ULD,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,3,,,,,,,2,1,3,1,1,3,18 - 24,Male,Urban area,No
2020-06-15 02:54:38,2020-06-15 02:56:17,IP Address,109.41.193.219,100,99,True,2020-06-15 02:56:17,R_3CPYxbpK34lOftX,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,1,,,,,,,2,1,1,2,1,1,18 - 24,Male,Urban area,Yes
2020-06-15 03:02:15,2020-06-15 03:03:37,IP Address,77.47.65.141,100,81,True,2020-06-15 03:03:37,R_2Sxhla5j4T2Jniz,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,2,2,4,2,3,2,18 - 24,Male,Urban area,No
2020-06-15 03:41:56,2020-06-15 03:44:23,IP Address,197.42.108.224,100,146,True,2020-06-15 03:44:23,R_3rTlXSfJtioT5QC,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,2,,,,,,,1,1,2,4,5,3,18 - 24,Female,Urban area,No
2020-06-15 05:19:55,2020-06-15 05:22:34,IP Address,87.123.205.228,100,159,True,2020-06-15 05:22:34,R_1IWx8Z7vBZZCjXe,,,,,48.766204833984375,9.1833038330078125,anonymous,EN,2,,,,,,,1,1,3,2,1,2,18 - 24,Female,Urban area,No
2020-06-17 04:04:52,2020-06-17 04:07:17,IP Address,81.24.70.2,100,145,True,2020-06-17 04:07:18,R_3dFk4RtQeaV3iWv,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,3,1,2,1,2,2,25 - 34,Female,Urban area,No
2020-06-17 07:45:55,2020-06-17 07:47:27,IP Address,193.198.17.121,100,91,True,2020-06-17 07:47:27,R_1DLTdwsW11bOtvd,,,,,45.8292999267578125,15.9792938232421875,anonymous,EN,2,,,,,,,2,1,3,2,2,3,25 - 34,Male,Urban area,No
2020-06-17 08:05:10,2020-06-17 08:07:59,IP Address,195.37.188.146,100,169,True,2020-06-17 08:07:59,R_1FPzWWpPKuMIuOh,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,2,,,,,,,3,2,3,2,2,3,25 - 34,Female,Urban area,No
2020-06-19 15:03:27,2020-06-19 15:04:42,IP Address,89.187.171.227,100,75,True,2020-06-19 15:04:43,R_2BtGHxg807Y0AjN,,,,,33.7552947998046875,-84.38860321044921875,anonymous,EN,3,,,,,,,1,1,3,2,1,2,55 - 64,Female,Urban area,No
2020-06-19 15:05:15,2020-06-19 15:06:33,IP Address,103.125.234.200,100,77,True,2020-06-19 15:06:34,R_277gDkaNcu7F4BZ,,,,,34.6847991943359375,135.514190673828125,anonymous,EN,1,,,,,,,1,1,1,1,1,1,65 +,Male,Urban area,Yes
2020-06-19 15:06:49,2020-06-19 15:07:34,IP Address,77.47.80.88,100,44,True,2020-06-19 15:07:34,R_2VfDE4myceNFW1K,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN,4,,,,,,,1,2,3,1,1,3,45 - 54,Male,Urban area,No
2020-06-19 15:09:15,2020-06-19 15:10:04,IP Address,192.40.57.233,100,48,True,2020-06-19 15:10:04,R_3iXAPeQWjeP2yT7,,,,,52.3759002685546875,4.8975067138671875,anonymous,EN,4,,,,,,,2,3,4,2,1,3,18 - 24,Male,Urban area,No
